,Date,Inflow,Outflow,units,name
84,1979-04-26 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
85,1979-04-27 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
86,1979-04-28 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
87,1979-04-29 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
88,1979-04-30 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
89,1979-05-01 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
90,1979-05-02 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
91,1979-05-03 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
92,1979-05-04 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
93,1979-05-05 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
94,1979-05-06 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
95,1979-05-07 12:00:00,0.019999999552965164,0.24999999441206455,m3/s,NWM
96,1979-05-08 12:00:00,0.019999999552965164,0.23999999463558197,m3/s,NWM
97,1979-05-09 12:00:00,0.019999999552965164,0.23999999463558197,m3/s,NWM
98,1979-05-10 12:00:00,0.019999999552965164,0.23999999463558197,m3/s,NWM
99,1979-05-11 12:00:00,0.019999999552965164,0.23999999463558197,m3/s,NWM
100,1979-05-12 12:00:00,0.019999999552965164,0.23999999463558197,m3/s,NWM
101,1979-05-13 12:00:00,0.019999999552965164,0.23999999463558197,m3/s,NWM
102,1979-05-14 12:00:00,0.019999999552965164,0.23999999463558197,m3/s,NWM
103,1979-05-15 12:00:00,0.019999999552965164,0.23999999463558197,m3/s,NWM
104,1979-05-16 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
105,1979-05-17 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
106,1979-05-18 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
107,1979-05-19 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
108,1979-05-20 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
109,1979-05-21 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
110,1979-05-22 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
111,1979-05-23 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
112,1979-05-24 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
113,1979-05-25 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
114,1979-05-26 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
115,1979-05-27 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
116,1979-05-28 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
117,1979-05-29 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
118,1979-05-30 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
119,1979-05-31 12:00:00,0.009999999776482582,0.23999999463558197,m3/s,NWM
