x,y,z
-95.5625,48.125,54.5
-95.1875,48.125,48.5
-94.8125,48.125,49.100002
-94.4375,48.125,51.8
-95.5625,47.875,50.7
-95.1875,47.875,51.7
-94.8125,47.875,52.600002
-94.4375,47.875,52.4
